App Name,Creator,Genre,Rate,Number of Reviews,Price,Additional Info,Spider Depth Level
﻿Dragon Land,Socialpoint,Adventure,4.2,"7,006",Install,"May 29, 2018,58M,10,000,000+,3.2.4,4.0.3 and up,Users Interact, Shares Info, Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",4
Stickman Project,Neron's Brother,Action,4.3,225,Install,"April 8, 2020,20M,5,000,000+,0.4.1,4.1 and up,Google Commerce Ltd",4
The King of Fighters ALLSTAR,Netmarble,Action,4.3,"1,221",Install,"April 15, 2021,117M,10,000,000+,1.8.1,5.1 and up,Users Interact, In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",4
Run Race 3D,Good Job Games,Sports,4.0,"15,429",Install,"November 17, 2020,Varies with device,100,000,000+,1.6.3,5.0 and up,€2.29 - €15.99 per item,Google Commerce Ltd",5
Cookie World -- Clash of Cookie & Colorful Puzzle,ZY puzzle games,Puzzle,4.8,296,Install,"September 17, 2020,51M,100,000+,8.7.6,4.1 and up,In-Game Purchases,€1.09 - €104.99 per item,Google Commerce Ltd",5
Cookie Jam Blast™ New Match 3 Game | Swap Candy,"Jam City, Inc.",Puzzle,4.3,"12,380",Install,"April 20, 2021,161M,5,000,000+,7.0.609,5.0 and up,Digital Purchases,€0.69 - €219.99 per item,Google Commerce Ltd",5
Charm King,PlayQ Inc,Puzzle,4.3,"84,470",Install,"March 25, 2021,151M,10,000,000+,8.13.3,4.4 and up,Digital Purchases,€1.09 - €99.99 per item,Google Commerce Ltd",5
Homesteads,Enixan Limited,Simulation,4.2,"3,106",Install,"April 15, 2021,113M,100,000+,20000237,5.0 and up,Users Interact, In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Defense Legend 3: Future War,GCenter,Strategy,4.6,624,Install,"March 11, 2021,73M,5,000,000+,2.7.1,4.1 and up,Digital Purchases,€0.59 - €84.99 per item,Google Commerce Ltd",5
AOD: Art of Defense — Tower Defense Game,Sateda Game Studio,Strategy,4.4,665,Install,"April 8, 2021,65M,500,000+,2.5.2,4.4 and up,In-Game Purchases,€0.99 - €32.99 per item,Google Commerce Ltd",5
Mahjong Tour: witch tales,Mahjong Solitaire,Board,4.8,256,Install,"March 23, 2021,87M,50,000+,1.23.0,4.4 and up,€1.09 - €109.99 per item,Google Commerce Ltd",5
Underworld Empire,Gaea Mobile Limited,Role Playing,4.2,"4,360",Install,"March 30, 2021,45M,1,000,000+,6.10,4.2 and up,Users Interact, Digital Purchases,€5.49 - €109.99 per item,Google Commerce Ltd",5
The Godfather: Family Dynasty,FT Games,Strategy,4.2,"5,459",Install,"December 16, 2020,141M,1,000,000+,2.02,4.1 and up,Users Interact, Digital Purchases,€4.99 - €104.99 per item,Google Commerce Ltd",5
Wartide,Outact Inc,Role Playing,4.3,"1,186",Install,"June 24, 2020,Varies with device,500,000+,1.15.01,4.1 and up,Digital Purchases,€0.99 - €104.99 per item,Google Commerce Ltd",5
Six-Guns: Gang Showdown,Gameloft SE,Action,4.0,"45,216",Install,"January 18, 2021,26M,10,000,000+,2.9.7a,4.1 and up,In-Game Purchases,€0.50 - €109.99 per item,Google Commerce Ltd",5
Iron Maiden: Legacy of the Beast - Turn Based RPG,Nodding Frog Ltd,Role Playing,4.3,"3,614",Install,"March 1, 2021,154M,1,000,000+,337071,4.1 and up,Digital Purchases,€0.99 - €304.99 per item,Google Commerce Ltd",5
School of Dragons,JumpStart Games,Role Playing,4.0,"27,072",Install,"April 10, 2021,92M,10,000,000+,3.15.0,5.0 and up,Digital Purchases,€1.09 - €99.99 per item,Google Commerce Ltd",5
Stickman The Flash,StormHit Games,Action,4.2,194,Install,"March 10, 2021,37M,1,000,000+,1.58.5,4.1 and up,In-Game Purchases,€0.69 - €64.99 per item,Google Commerce Ltd",5
Stick Fight: The Game Mobile,NetEase Games,Action,3.9,"1,225",Install,"December 18, 2020,Varies with device,10,000,000+,1.4.25.43099,4.1 and up,Users Interact, In-Game Purchases,€1.09 - €104.99 per item,Google Commerce Ltd",5
KOF'98 UM OL,FingerFun Limited.,Role Playing,3.8,142,Install,"March 15, 2021,87M,5,000,000+,1.3.0,3.0 and up,Users Interact,€0.99 - €109.99 per item,Google Commerce Ltd",5
Final Fighter,Jia Rong Tech,Action,4.4,411,Install,"July 7, 2020,22M,1,000,000+,1.52.19.14,4.3 and up,Users Interact, In-Game Purchases,€0.99 - €109.99 per item,Google Commerce Ltd",5
Dragons: Rise of Berk,Ludia Inc.,Simulation,4.3,"111,738",Install,"April 13, 2021,91M,50,000,000+,1.56.10,5.1 and up,Shares Info, Digital Purchases,€0.59 - €229.99 per item,Google Commerce Ltd",5
Dragon City,Socialpoint,Simulation,4.4,"231,686",Install,"April 22, 2021,131M,100,000,000+,11.7.1,4.4 and up,Users Interact, Digital Purchases,€1.09 - €149.99 per item,Google Commerce Ltd",5
Epic Summoners: Hero Legends - Fun Free Idle Game,Feelingtouch HK,Role Playing,4.4,"4,309",Install,"November 6, 2020,149M,1,000,000+,1.0.1.256,4.4 and up,Users Interact, Digital Purchases,€1.99 - €104.99 per item,Google Commerce Ltd",5
Word Life - Connect crosswords puzzle,Socialpoint,Word,4.1,"5,969",Install,"April 14, 2021,98M,5,000,000+,4.5.2,4.4 and up,In-Game Purchases,€1.09 - €54.99 per item,Google Commerce Ltd",5
Mighty Quest For Epic Loot - Action RPG,Ubisoft Entertainment,Action,3.8,"3,599",Install,"March 10, 2021,Varies with device,5,000,000+,7.1.1,5.0 and up,Users Interact, Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Dragon Champions,AppQuantum,Role Playing,4.0,937,Install,"March 26, 2021,138M,500,000+,1.4.55,5.0 and up,Users Interact, In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Idle Heroes,DHGAMES,Role Playing,4.5,"42,402",Install,"March 11, 2021,391M,10,000,000+,1.26.0,5.0 and up,Users Interact, In-Game Purchases,€0.99 - €109.99 per item,Google Commerce Ltd",5
Questland: Turn Based RPG,Gamesture sp. z o.o.,Role Playing,4.7,"15,123",Install,"April 12, 2021,128M,1,000,000+,3.32.0,5.0 and up,Users Interact, In-Game Purchases,€1.09 - €214.99 per item,Google Commerce Ltd",5
Postknight,Kurechii,Role Playing,4.6,"10,490",Install,"October 1, 2020,Varies with device,5,000,000+,2.2.29,4.4 and up,In-Game Purchases,€1.09 - €21.99 per item,Google Commerce Ltd",5
Gods of Olympus,"Aegis Interactive, LLC",Strategy,4.4,"20,936",Install,"April 21, 2021,Varies with device,1,000,000+,4.2.26544,3.2 and up,Users Interact, Digital Purchases,€0.89 - €94.99 per item,Google Commerce Ltd",5
Call of Spartan,Wang Xin,Strategy,4.3,"1,459",Install,"April 12, 2021,79M,1,000,000+,4.0.5,4.3 and up,Users Interact, Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
🔥 Emporea,Pixel Federation Games,Strategy,4.4,424,Install,"December 18, 2019,49M,100,000+,0.2.188,2.3.3 and up,Users Interact, Digital Purchases,€0.79 - €99.99 per item,Google Commerce Ltd",5
Might and Glory: Kingdom War,My.com B.V.,Strategy,3.5,"1,454",Install,"October 29, 2020,59M,1,000,000+,1.1.8,4.1 and up,Users Interact, Digital Purchases,€1.20 - €119.99 per item,Google Commerce Ltd",5
Empire: Age of Knights - Fantasy MMO Strategy Game,Goodgame Studios,Strategy,3.9,"2,985",Install,"October 13, 2020,108M,1,000,000+,2.7.8979,5.0 and up,Users Interact, In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Game Of Mafia - The Fast Saga,Hot Game Inc.,Strategy,4.5,32,Install,"April 19, 2021,73M,100,000+,0.2.5,4.0.3 and up,Users Interact, In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Mob Wars LCN: Underworld Mafia,KANO/APPS,Role Playing,4.2,89,Install,"March 30, 2021,18M,500,000+,3.28.0,4.4 and up,Users Interact, Digital Purchases,€1.89 - €99.99 per item,Google Commerce Ltd",5
Tile Craft - Triple Crush: Puzzle matching game,STARSPRITE,Board,4.4,"6,382",Install,"January 19, 2021,82M,5,000,000+,5.8,5.0 and up,Digital Purchases,€2.09 - €20.99 per item,Google Commerce Ltd",5
Mahjong Blossom Solitaire,pm4,Puzzle,4.6,"1,883",Install,"February 22, 2021,18M,1,000,000+,1.0.7,4.1 and up,Google Commerce Ltd",5
Castle Story: Puzzle & Choice,Infinity Entertainment Limited,Casual,4.4,"4,835",Install,"April 20, 2021,55M,5,000,000+,1.36.2,4.4 and up,In-Game Purchases,€0.99 - €159.99 per item,Google Commerce Ltd",5
Mahjong Journey: A Tile Match Adventure Quest,G5 Entertainment,Puzzle,4.5,"21,736",Install,"April 13, 2021,128M,5,000,000+,1.25.6501,4.2 and up,Users Interact, In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Restaurant Renovation,ZYMOBILE LIMITED,Puzzle,4.3,"2,511",Install,"March 25, 2021,105M,5,000,000+,3.1.0,4.4 and up,In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Solitaire Tripeaks: Farm Adventure,ME2ZEN Limited,Card,4.4,"10,054",Install,"March 19, 2021,163M,1,000,000+,1.1269.0,4.4 and up,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
My Story - Mansion Makeover,ZenLife Games,Puzzle,4.8,"5,318",Install,"April 22, 2021,149M,1,000,000+,1.47.79,4.4 and up,€1.09 - €109.99 per item,Google Commerce Ltd",5
Solitaire Story - Tri Peaks,GAMEGOS,Card,4.4,"4,492",Install,"July 2, 2020,Varies with device,1,000,000+,Varies with device,4.0 and up,€1.99 - €99.99 per item,Google Commerce Ltd",5
Solitaire TriPeaks: Play Free Solitaire Card Games,"GSN Games, Inc.",Card,4.3,"28,846",Install,"April 19, 2021,92M,10,000,000+,8.2.0.77876,5.0 and up,Digital Purchases,€0.99 - €199.99 per item,Google Commerce Ltd",5
Solitaire TriPeaks Journey - Free Card Game,ME2ZEN Limited,Card,4.5,"21,888",Install,"February 25, 2021,160M,5,000,000+,1.4648.0,4.4 and up,Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Solitaire Grand Harvest - Free Solitaire Tripeaks,Supertreat - A Playtika Studio,Card,4.5,"87,909",Install,"April 20, 2021,166M,10,000,000+,1.87.1,4.1 and up,Digital Purchases,€0.99 - €149.90 per item,Google Commerce Ltd",5
Defense Tower: Kingdom Legend,ZonmidStudio,Strategy,3.3,7,Install,"March 16, 2021,78M,10,000+,0.1.2,4.4 and up,In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Tower Defense: Galaxy TD,AniBox,Strategy,4.3,"1,949",Install,"November 26, 2019,45M,1,000,000+,1.1,2.3 and up,€1.99 - €99.99 per item,Google Commerce Ltd",5
Catopedia - 😼Best Merge Idler,Octopus Games LLC,Simulation,4.1,156,Install,"March 10, 2021,74M,500,000+,1.1.14,4.4 and up,In-Game Purchases,€1.09 - €104.99 per item,Google Commerce Ltd",5
Dragon Tamer,BEKKO GAMES,Simulation,4.2,236,Install,"April 21, 2021,46M,1,000,000+,1.0.19,4.3 and up,Users Interact, In-Game Purchases,€2.29 - €109.99 per item,Google Commerce Ltd",5
King of Defense Premium: Tower Defense Offline,GCenter,Strategy,4.1,55, Install,"Eligible if bought after 7/2/2016.
,April 21, 2021,104M,100,000+,1.0.32,4.1 and up,In-Game Purchases,€0.59 - €41.99 per item,Google Commerce Ltd",5
Merge Fairies - Best Idle Clicker🧚,Octopus Games LLC,Puzzle,4.0,424,Install,"March 10, 2021,72M,1,000,000+,1.1.9,4.4 and up,In-Game Purchases,€0.99 - €104.99 per item,Google Commerce Ltd",5
Wild West: New Frontier. Build your super farm.,Social Quantum Ltd,Simulation,4.1,"8,908",Install,"March 2, 2021,63M,5,000,000+,33.4,5.0 and up,Users Interact, Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Empire: Four Kingdoms | Medieval Strategy MMO,Goodgame Studios,Strategy,3.8,"101,589",Install,"April 14, 2021,Varies with device,50,000,000+,Varies with device,4.0 and up,Users Interact, Digital Purchases,€0.99 - €349.99 per item,Google Commerce Ltd",5
Big Farm: Home & Garden,Goodgame Studios,Casual,4.0,752,Install,"April 14, 2021,82M,1,000,000+,0.3.4913,5.0 and up,In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Caravan War: Kingdom of Conquest,HIKER GAMES,Strategy,4.0,"3,036",Install,"July 29, 2020,170M,1,000,000+,3.0.3,5.0 and up,Users Interact, Digital Purchases,€0.89 - €84.99 per item,Google Commerce Ltd",5
Spiky Box – relaxing geometry arcade game,IP Dmitri Isaenkov,Arcade,,,Install,"September 14, 2018,58M,1,000+,1.0.8,4.0 and up,Digital Purchases,€0.99 - €3.99 per item,Google Commerce Ltd",5
Protect & Defense: Tower Zone,Tibetan Liss,Strategy,4.5,"1,224",Install,"April 13, 2021,64M,1,000,000+,1.3.10,5.0 and up,In-Game Purchases,€0.59 - €44.99 per item,Google Commerce Ltd",5
Protect & Defense: Tank Attack,Tibetan Liss,Strategy,4.4,109,Install,"April 13, 2021,67M,100,000+,1.3.12,5.0 and up,In-Game Purchases,€0.59 - €44.99 per item,Google Commerce Ltd",5
Epic Race 3D,Good Job Games,Racing,4.1,"5,778",Install,"April 14, 2021,Varies with device,50,000,000+,1.9.2,5.0 and up,€4.49 per item,Google Commerce Ltd",5
Fun Race 3D,Good Job Games,Racing,4.1,"17,534",Install,"December 2, 2020,Varies with device,100,000,000+,1.7.5,5.0 and up,€4.69 per item,Google Commerce Ltd",5
ASMR Slicing,Crazy Labs by TabTale,Simulation,3.5,"2,345",Install,"April 9, 2021,111M,50,000,000+,1.7.4,4.4 and up,In-Game Purchases,€1.59 per item,Google Commerce Ltd",5
Line Color 3D,tastypill,Casual,3.8,"1,947",Install,"March 23, 2021,75M,100,000,000+,1.16,5.0 and up,In-Game Purchases,€3.19 - €6.49 per item,Google Commerce Ltd",5
Soap Cutting - Satisfying ASMR,Crazy Labs by TabTale,Simulation,3.8,"1,633",Install,"April 14, 2021,128M,50,000,000+,3.5.9,4.4 and up,In-Game Purchases,€1.59 per item,Google Commerce Ltd",5
EDGE Extended,Mobigame S.A.R.L.,Arcade,4.3,252,€2.29 Buy,"Eligible if bought after 7/2/2016.
,December 20, 2016,23M,10,000+,2.2.0,2.3 and up,Google Commerce Ltd",4
EDGE Demo,Mobigame S.A.R.L.,Arcade,3.8,"2,778",Install,"December 20, 2016,23M,1,000,000+,2.2.0,2.3 and up,Google Commerce Ltd",4
EDGE,Mobigame S.A.R.L.,Arcade,3.7,438,€2.29 Buy,"Eligible if bought after 7/2/2016.
,December 20, 2016,23M,10,000+,2.2.0,2.3 and up,Google Commerce Ltd",4
Color Fill 3D,Good Job Games,Puzzle,4.1,"6,999",Install,"March 19, 2021,Varies with device,100,000,000+,3.30,5.0 and up,€3.29 per item,Google Commerce Ltd",5
Pou,Zakeh,Casual,4.3,"352,784",Install,"February 4, 2021,22M,500,000,000+,1.4.84,4.1 and up,In-Game Purchases,€0.99 - €24.99 per item,Google Commerce Ltd",4
HERO WARS: Super Stickman Defense,NAO-MIC,Strategy,4.3,974,Install,"April 4, 2021,64M,5,000,000+,1.1.0,4.0 and up,In-Game Purchases,€0.99 - €94.99 per item,Google Commerce Ltd",4
Plants vs Zombies™ 2 Free,ELECTRONIC ARTS,Casual,4.2,"121,244",Install,"March 29, 2021,33M,100,000,000+,8.8.1,4.1 and up,Digital Purchases,€0.49 - €109.99 per item,Google Commerce Ltd",4
Angry Birds 2,Rovio Entertainment Corporation,Casual,4.2,"174,707",Install,"April 20, 2021,69M,100,000,000+,2.52.0,5.0 and up,Digital Purchases,€0.99 - €109.99 per item,Google Commerce Ltd",4
FIFA Soccer,ELECTRONIC ARTS,Sports,4.1,"129,664",Install,"April 21, 2021,90M,100,000,000+,14.4.01,6.0 and up,Users Interact, Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",4
Tiny Dragons,ArtifexMundi-GamesGroup,Puzzle,4.5,"5,150",Install,"October 7, 2020,Varies with device,100,000+,0.23.2005,4.4 and up,Digital Purchases,€0.99 - €129.99 per item,Google Commerce Ltd",4
"Idle Dragon Tycoon - Evolve, Manage, Simulation!",Anxious Otter Games,Casual,4.3,143,Install,"March 15, 2021,167M,100,000+,1.2.0,5.0 and up,In-Game Purchases,€1.79 - €99.99 per item,Google Commerce Ltd",4
Matchington Mansion,"Magic Tavern, Inc.",Puzzle,4.3,"83,282",Install,"April 13, 2021,157M,50,000,000+,1.88.0,4.4 and up,In-Game Purchases,€0.99 - €139.99 per item,Google Commerce Ltd",4
Dragons World,Social Quantum Ltd,Simulation,4.1,"31,247",Install,"November 3, 2017,Varies with device,10,000,000+,Varies with device,4.0.3 and up,Digital Purchases,€0.72 - €99.99 per item,Google Commerce Ltd",4
Cooking Team - Chef's Roger Restaurant Games,Snail House Games,Arcade,4.2,"2,106",Install,"March 1, 2021,95M,5,000,000+,6.6,4.4 and up,In-Game Purchases,€0.89 - €149.99 per item,Google Commerce Ltd",4
Cafeland - World Kitchen,GAMEGOS,Simulation,4.2,"9,195",Install,"April 6, 2021,82M,10,000,000+,2.1.73,4.1 and up,Users Interact, In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",4
Idle Mania,NovaStar-game,Role Playing,4.0,110,Install,"December 28, 2020,41M,100,000+,1.0.224,4.4 and up,In-Game Purchases,€0.99 - €104.99 per item,Google Commerce Ltd",4
Slash Mobs,DoubleJump,Role Playing,4.1,167,Install,"November 2, 2016,Varies with device,500,000+,2.3.0,3.0 and up,Digital Purchases,€1.62 - €119.99 per item,Google Commerce Ltd",4
One Epic Knight,Simutronics Corp,Arcade,4.2,536,Install,"June 20, 2019,56M,500,000+,1.4.26,4.4 and up,Digital Purchases,€0.73 - €29.48 per item,Google Commerce Ltd",4
A Hollow Doorway,Kenny Sun,Action,4.2,17,Install,"February 14, 2018,49M,5,000+,7,4.1 and up,Digital Purchases,€0.99 - €4.89 per item,Google Commerce Ltd",5
Freeze!,Frozen Gun Games,Arcade,4.0,"10,739",Install,"December 22, 2019,33M,5,000,000+,2.06,4.0.3 and up,Digital Purchases,€1.09 - €1.49 per item,Google Commerce Ltd",5
My Talking Tom Friends,Outfit7 Limited,Casual,4.2,"8,628",Install,"April 9, 2021,114M,100,000,000+,1.6.5.33,5.0 and up,In-Game Purchases,€1.99 - €99.99 per item,Google Commerce Ltd",5
MechCube: Escape,OGUREC APPS,Puzzle,3.4,358,Install,"July 21, 2020,49M,500,000+,2.5,4.1 and up,In-Game Purchases,€1.09 - €3.09 per item,Google Commerce Ltd",5
Cartoon Wars,GAMEVIL,Arcade,3.0,"28,798",Install,"February 9, 2018,25M,10,000,000+,1.1.7,2.3 and up,Users Interact, Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
I am Archer,XIJI Game,Strategy,3.8,50,Install,"April 2, 2021,48M,1,000,000+,1.1.18,4.4 and up,In-Game Purchases,€0.99 - €79.99 per item,Google Commerce Ltd",5
Plants vs. Zombies™ Heroes,ELECTRONIC ARTS,Casual,4.2,"14,104",Install,"October 16, 2020,82M,10,000,000+,1.36.42,4.1 and up,Users Interact, Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Soccer Cup 2021: Free Football Games,INLOGIC SPORTS - football tennis golf soccer,Sports,4.0,"2,502",Install,"April 13, 2021,72M,50,000,000+,1.16.1,4.4 and up,€0.99 - €24.99 per item,Google Commerce Ltd",5
Soccer Star 2021 Football Cards: The soccer game,Redvel Sports Games,Sports,4.3,"6,317",Install,"March 15, 2021,54M,5,000,000+,0.21.1,4.1 and up,Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Cartoon Wars 2,GAMEVIL,Arcade,2.7,"7,994",Install,"February 9, 2018,56M,10,000,000+,1.1.2,2.3 and up,Users Interact, Digital Purchases,€1.09 - €54.99 per item,Google Commerce Ltd",5
Score! Hero,First Touch Games Ltd.,Sports,3.8,"178,338",Install,"April 6, 2021,95M,100,000,000+,2.75,4.4 and up,Digital Purchases,€1.09 - €32.99 per item,Google Commerce Ltd",5
DRAGON VILLAGE -city sim mania,Tap Pocket,Simulation,4.0,"1,248",Install,"March 9, 2021,Varies with device,5,000,000+,12.03,4.1 and up,In-Game Purchases,€0.72 - €79.99 per item,Google Commerce Ltd",5
My Cooking - Restaurant Food Cooking Games,gameone,Arcade,4.5,463,Install,"April 19, 2021,99M,10,000,000+,10.2.92.5052,5.0 and up,In-Game Purchases,€0.99 - €104.99 per item,Google Commerce Ltd",5
亂轟三國志,NovaStar-game,Strategy,,,Install,"November 24, 2020,14M,50,000+,1.22,4.2 and up,Users Interact, In-Game Purchases,€4.29 - €109.99 per item,Google Commerce Ltd",5
Cooking Dream,Zego Studio,Casual,4.5,737,Install,"April 19, 2021,129M,10,000,000+,6.16.173,4.4W and up,€0.99 - €104.99 per item,Google Commerce Ltd",5
Knight War: Idle Defense Pro,TDCGames Studio,Action,2.8,9,€0.59 Buy,"Eligible if bought after 7/2/2016.
,August 27, 2020,95M,10,000+,1.1.7,5.0 and up,€0.69 - €99.99 per item,Google Commerce Ltd",5
Tap the Monster - Medieval RPG Clicker,Hawk Games!,Strategy,4.1,313,Install,"October 29, 2018,91M,100,000+,1.1.1,4.0.3 and up,Users Interact, Digital Purchases,€0.79 - €46.99 per item,Google Commerce Ltd",5
Idle Agents: Evolved,"Droidelite Co., Limited",Role Playing,4.1,220,Install,"April 12, 2021,63M,100,000+,1.3.0,5.0 and up,€0.99 - €159.99 per item,Google Commerce Ltd",5
Legendary Warrior,Bravestars Games,Action,4.3,708,Install,"September 26, 2018,43M,1,000,000+,Varies with device,Varies with device,Digital Purchases,€2.17 - €17.41 per item,Google Commerce Ltd",5
Wind-up Knight 2,Robot Invader,Action,4.0,937,Install,"January 15, 2015,16M,500,000+,1.8,3.0 and up,Digital Purchases,€1.49 - €21.99 per item,Google Commerce Ltd",5
Idle Superpowers,Lutsgames,Role Playing,4.3,164,Install,"March 18, 2021,27M,100,000+,1.0.31,4.4 and up,In-Game Purchases,€4.99 - €99.99 per item,Google Commerce Ltd",5
Cosmic Showdown,DoubleJump,Strategy,3.3,33,Install,"June 8, 2019,74M,1,000,000+,1.11.3,4.4 and up,Digital Purchases,€0.79 - €114.99 per item,Google Commerce Ltd",5
Idle Tuber - Become the world's biggest Influencer,DoubleJump,Simulation,4.2,116,Install,"January 28, 2021,48M,500,000+,1.4.3,5.0 and up,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Kingdoms of Heckfire: Dragon Army | MMO Strategy,A Thinking Ape Entertainment Ltd.,Strategy,4.2,924,Install,"April 20, 2021,188M,1,000,000+,1.97,5.0 and up,Users Interact, Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Clicker Heroes,Playsaurus,Role Playing,4.2,"8,105",Install,"June 12, 2020,51M,5,000,000+,2.7.1,3.0 and up,Digital Purchases,€2.21 - €110.94 per item,Google Commerce Ltd",5
Idle Towers & Creeps,Sleepy Cat studio,Strategy,,,Install,"October 1, 2020,Varies with device,50,000+,Varies with device,Varies with device,In-Game Purchases,€1.89 - €13.99 per item,Google Commerce Ltd",5
Merge TD: Idle Tower Defense,DoubleJump,Simulation,4.3,174,Install,"December 2, 2019,48M,500,000+,1.15.7,4.4 and up,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
The King's Army:Idle RPG,Merry Realm,Card,3.4,95,Install,"January 21, 2021,132M,100,000+,0.1.7,4.1 and up,Users Interact, In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Firestone Idle RPG: Tap Hero Wars,Holyday Studios,Role Playing,,,Install,"April 15, 2021,Varies with device,10,000+,Varies with device,Varies with device,Users Interact, In-Game Purchases,€1.99 - €99.99 per item,Google Commerce Ltd",5
Age of Guardians - New RPG Idle Arena Heroes Games,Defender Legends,Role Playing,4.6,999,Install,"April 16, 2021,72M,50,000+,1.0,5.0 and up,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Penny & Flo: Finding Home,Tactile Games,Puzzle,4.4,"6,601",Install,"April 20, 2021,136M,5,000,000+,1.22.0,5.0 and up,In-Game Purchases,€1.09 - €79.99 per item,Google Commerce Ltd",5
Cooking Madness - A Chef's Restaurant Games,ZenLife Games,Arcade,4.6,"30,959",Install,"April 12, 2021,127M,100,000,000+,1.8.7,4.4 and up,€1.09 - €109.99 per item,Google Commerce Ltd",5
Dragon Battle,Tap Pocket,Simulation,4.0,138,Install,"April 1, 2021,Varies with device,1,000,000+,12.33,4.1 and up,In-Game Purchases,€0.72 - €54.26 per item,Google Commerce Ltd",5
Megapolis: city building simulator. Urban strategy,Social Quantum Ltd,Strategy,4.4,"87,794",Install,"April 1, 2021,102M,50,000,000+,5.61,4.4 and up,Digital Purchases,€0.99 - €124.99 per item,Google Commerce Ltd",5
Tasty Town - Cooking & Restaurant Game 🍔🍟,Socialpoint,Casual,4.3,"2,390",Install,"March 18, 2021,86M,1,000,000+,1.17.20,4.4 and up,Users Interact, Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Crazy Chef: Food Truck Restaurant Cooking Game,Casual Joy Games,Arcade,4.7,"5,637",Install,"April 2, 2021,145M,10,000,000+,1.1.52,4.4 and up,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
My Home - Design Dreams,ZenLife Games,Casual,4.2,"50,445",Install,"April 22, 2021,157M,100,000,000+,1.0.380,4.4 and up,€1.09 - €109.99 per item,Google Commerce Ltd",5
eFootball PES 2021,KONAMI,Sports,4.3,"39,703",Install,"April 6, 2021,95M,50,000,000+,5.3.0,5.0 and up,Shares Info, Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Dream League Soccer 2021,First Touch Games Ltd.,Sports,4.4,"15,524",Install,"April 19, 2021,389M,50,000,000+,8.11,5.0 and up,Users Interact, In-Game Purchases,€1.09 - €54.99 per item,Google Commerce Ltd",5
The Sims FreePlay,ELECTRONIC ARTS,Simulation,4.0,"227,109",Install,"March 18, 2021,37M,100,000,000+,5.59.0,4.1 and up,Users Interact, Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Angry Birds Friends,Rovio Entertainment Corporation,Arcade,4.0,"19,956",Install,"April 22, 2021,Varies with device,100,000,000+,10.0.2,5.0 and up,€0.99 - €349.99 per item,Google Commerce Ltd",5
HERO-X,NAO-MIC,Action,4.4,706,Install,"February 4, 2021,34M,1,000,000+,1.1.6,4.0 and up,In-Game Purchases,€0.89 - €89.99 per item,Google Commerce Ltd",5
Darkfire Heroes,Rovio Entertainment Corporation,Role Playing,4.0,542,Install,"April 13, 2021,212M,500,000+,1.19.2,5.0 and up,Users Interact, In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Hill Climb Racing 2,Fingersoft,Racing,4.3,"146,075",Install,"March 23, 2021,137M,100,000,000+,1.43.4,4.4 and up,Users Interact, In-Game Purchases,€0.59 - €99.99 per item,Google Commerce Ltd",5
HERO-X: ZOMBIES!,NAO-MIC,Action,4.6,51,Install,"February 1, 2021,40M,500,000+,1.0.9,4.0 and up,In-Game Purchases,€0.89 - €89.99 per item,Google Commerce Ltd",5
My Talking Tom 2,Outfit7 Limited,Casual,4.0,"26,678",Install,"April 19, 2021,126M,100,000,000+,2.6.2.2,5.0 and up,Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
