App Name,Creator,Genre,Rate,Number of Reviews,Price,Additional Info,Spider Depth Level
Prison Planet,Springloaded Ltd.,Simulation,3.8,177,Install,"July 1, 2020,Varies with device,100,000+,1.51,4.1 and up,In-Game Purchases,€5.49 - €9.49 per item,Google Commerce Ltd",5
A Planet of Mine,Tuesday Quest,Simulation,3.9,452,Install,"February 19, 2018,55M,1,000,000+,1.035,4.1 and up,Digital Purchases,€2.29 - €5.49 per item,Google Commerce Ltd",5
Ball Blast,VOODOO,Arcade,3.8,"17,978",Install,"April 19, 2021,52M,10,000,000+,1.53,4.4 and up,Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Planet Pi,Supernova Republic LLC,Strategy,3.6,"1,345",Install,"March 18, 2020,35M,100,000+,2.601,4.4 and up,In-Game Purchases,€0.99 - €18.99 per item,Google Commerce Ltd",5
Pocket Knights 2,Enjoy mobile game limited,Role Playing,4.4,795,Install,"April 9, 2021,71M,1,000,000+,2.3.6,4.1 and up,Users Interact, Digital Purchases,€0.99 - €104.99 per item,Google Commerce Ltd",5
Final Chronicle (Fantasy RPG),Playmage,Role Playing,4.2,"1,012",Install,"June 24, 2018,28M,100,000+,2.5.6.1,4.0.3 and up,Users Interact, Digital Purchases,€5.49 - €104.99 per item,Google Commerce Ltd",5
Idle Planet Miner,Tech Tree Games,Simulation,4.1,"2,358",Install,"April 8, 2021,67M,1,000,000+,1.7.29,4.4 and up,Digital Purchases,€4.89 - €99.99 per item,Google Commerce Ltd",5
Dawnblade,MonsterScope Studios,Role Playing,,,Install,"April 15, 2021,Varies with device,100,000+,Varies with device,Varies with device,In-Game Purchases,€1.79 - €45.99 per item,Google Commerce Ltd",5
Guild of Heroes: Magic RPG | Wizard game,BIT.GAMES,Role Playing,4.4,"13,906",Install,"April 20, 2021,134M,5,000,000+,1.111.8,4.4 and up,Users Interact, Digital Purchases,€1.09 - €159.99 per item,Google Commerce Ltd",5
Immortal Summoners - The Arrival of Shrine,KYoo Games,Role Playing,4.6,65,Install,"April 16, 2021,85M,100,000+,3.0,4.1 and up,Users Interact, In-Game Purchases,€0.89 - €84.99 per item,Google Commerce Ltd",5
Left to Survive: Apocalypse & Dead Zombie Shooter,My.com B.V.,Action,4.3,"8,620",Install,"April 13, 2021,74M,10,000,000+,4.5.0,4.4 and up,Users Interact, In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
AFK Master,Acingfun,Role Playing,4.6,496,Install,"April 21, 2021,29M,100,000+,1.0.0.40,4.0 and up,Users Interact, In-Game Purchases,€1.09 - €104.99 per item,Google Commerce Ltd",5
Heroes of Atlan,SKYWALK,Role Playing,3.7,"3,611",Install,"February 23, 2018,47M,1,000,000+,1.8.2,3.2 and up,Digital Purchases,€0.99 - €199.99 per item,Google Commerce Ltd",5
Green the Planet 2,"Kikaku Damashii, Inc.",Arcade,3.9,"2,556",Install,"April 5, 2021,25M,1,000,000+,2.4.3,4.4 and up,€3.29 - €5.49 per item,Google Commerce Ltd",5
Chaos Lords: Stronghold Kingdom - Medieval RPG War,Digital Pill,Role Playing,4.2,150,Install,"December 16, 2020,67M,100,000+,1.18.0,4.4 and up,In-Game Purchases,€0.89 - €99.99 per item,Google Commerce Ltd",5
Brave Nine - Tactical RPG,NEOWIZ,Role Playing,4.3,"1,723",Install,"April 22, 2021,121M,1,000,000+,2.4.12,5.0 and up,Users Interact,€1.09 - €99.99 per item,Google Commerce Ltd",5
Exos Heroes,LINE Games,Role Playing,4.3,"1,821",Install,"April 21, 2021,82M,1,000,000+,3.2.3,5.0 and up,€0.89 - €89.99 per item,Google Commerce Ltd",5
Hero Cantare with WEBTOON™,"NGEL GAMES Co.,Ltd.",Role Playing,4.5,812,Install,"April 19, 2021,110M,1,000,000+,1.2.243,5.0 and up,Users Interact, In-Game Purchases,€1.09 - €99.99 per item,Google Commerce Ltd",5
Legend of Solgard,Snowprint Studios AB,Role Playing,4.2,"11,273",Install,"April 20, 2021,Varies with device,1,000,000+,2.18.2,4.4 and up,Users Interact, Shares Info, Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Alliance: Heroes of the Spire,Rumble,Role Playing,4.2,"1,428",Install,"August 31, 2020,69M,500,000+,73673,4.4 and up,Users Interact, Digital Purchases,€3.09 - €104.99 per item,Google Commerce Ltd",5
Heroes of Camelot,Gaea Mobile Limited,Role Playing,3.8,"17,955",Install,"March 24, 2021,Varies with device,5,000,000+,9.4.5,2.3.3 and up,Users Interact, Digital Purchases,€0.99 - €104.99 per item,Google Commerce Ltd",5
Kingdom of Heroes Season 2 : The Broken King,NEOWIZ,Role Playing,4.3,385,Install,"April 8, 2021,90M,500,000+,2.05.000,5.0 and up,€0.89 - €89.99 per item,Google Commerce Ltd",5
Box Office Tycoon - Idle Movie Management Game,Hothead Games,Casual,3.5,907,Install,"April 15, 2021,163M,1,000,000+,1.8.4,5.0 and up,In-Game Purchases,€0.99 - €109.99 per item,Google Commerce Ltd",5
Mini Football - Mobile Soccer,Miniclip.com,Sports,3.8,"10,525",Install,"April 1, 2021,157M,10,000,000+,1.4.1,4.4 and up,In-Game Purchases,€0.99 - €94.99 per item,Google Commerce Ltd",4
Age of Ships II,Happy Universe Studios,Strategy,,,Install,"July 20, 2020,97M,10,000+,1.0.3,4.4 and up,€1.09 - €104.99 per item,Google Commerce Ltd",4
Kill Shot,Hothead Games,Simulation,4.3,"27,114",Install,"March 26, 2021,62M,10,000,000+,3.7.6,4.4 and up,In-Game Purchases,€0.70 - €114.13 per item,Google Commerce Ltd",5
Bertram Fiddle Episode 2: A Bleaker Predicklement,Chorus Worldwide Games Limited,Adventure,3.9,15,€4.49 Buy,"Eligible if bought after 7/2/2016.
,August 7, 2020,26M,1,000+,2.2,6.0 and up,Google Commerce Ltd",4
Panzer Waltz:Best anime game,Happy Universe Studios,Role Playing,4.0,280,Install,"September 17, 2018,43M,100,000+,1.12,2.3 and up,Digital Purchases,€1.12 - €110.16 per item,Google Commerce Ltd",4
Flipping Legend,Noodlecake Studios Inc,Action,4.4,283,Install,"February 24, 2020,60M,500,000+,2.0.7,4.1 and up,Digital Purchases,€1.09 - €3.19 per item,Google Commerce Ltd",4
Hitmasters,Playgendary Limited,Action,4.6,"6,678",Install,"March 30, 2021,112M,100,000,000+,1.13.0,5.0 and up,In-Game Purchases,€1.09 - €16.99 per item,Google Commerce Ltd",4
Atomic Super Lander,Crescent Moon Games,Arcade,4.0,22,Install,"August 19, 2017,79M,100,000+,1.1.84,4.0 and up,Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",4
Nubs' Adventure,IMakeGames,Adventure,4.3,285,Install,"November 10, 2015,48M,100,000+,1.6,2.3 and up,Digital Purchases,€2.38 per item,Google Commerce Ltd",4
Buddy Toss,BIGDOG GAMES,Casual,4.2,"2,031",Install,"February 6, 2021,35M,10,000,000+,1.3.7,4.4 and up,Digital Purchases,€2.89 - €10.99 per item,Google Commerce Ltd",4
Chaotic Three Kingdoms: Epic heroes war,Dreamplay Games,Role Playing,3.3,25,Install,"August 19, 2020,23M,50,000+,1.7.0,4.1 and up,Users Interact, In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",4
Summon Rush,mobirix,Role Playing,4.2,568,Install,"October 6, 2020,62M,100,000+,5.1,4.1 and up,Users Interact, In-Game Purchases,€4.99 - €99.99 per item,Google Commerce Ltd",4
Golf Clash,Playdemic,Sports,4.1,"55,070",Install,"April 21, 2021,109M,10,000,000+,2.39.9,4.4 and up,Digital Purchases,€0.99 - €109.99 per item,Google Commerce Ltd",3
Soccer Super Star,Real Free Soccer,Sports,4.3,"7,547",Install,"April 22, 2021,Varies with device,10,000,000+,Varies with device,Varies with device,Google Commerce Ltd",3
Solar Smash,Paradyme Games,Simulation,4.4,"12,507",Install,"March 7, 2021,83M,10,000,000+,1.4.1,4.4W and up,In-Game Purchases,€2.19 per item,Google Commerce Ltd",3
MCBox — skin creator,Android Tools (ru),Entertainment,,,Install,"February 26, 2021,31M,10,000+,1.0.20,4.1 and up,Users Interact, In-App Purchases,€1.89 - €28.99 per item,Google Commerce Ltd",5
Best Custom Texture Maker For MCPE,Yogesh Tanwar,Education,4.0,47,€1.19 Buy,"Eligible if bought after 7/2/2016.
,November 24, 2019,14M,1,000+,1.4,4.4 and up,Users Interact,Google Commerce Ltd",5
World Warships Combat,BraveTale,Arcade,4.3,"10,662",Install,"August 6, 2017,44M,5,000,000+,1.0.13,2.3 and up,€2.09 - €209.99 per item,Google Commerce Ltd",5
Crafters Amino para Minecraft en Español,Amino Apps,Social,,,Install,"December 15, 2020,94M,50,000+,3.4.33514,4.4 and up,Users Interact, Shares Location,Google Commerce Ltd",5
Metall Mädchen,What's Up Game Labs,Role Playing,4.1,343,Install,"November 10, 2020,Varies with device,100,000+,Varies with device,Varies with device,Digital Purchases,€1.05 - €105.29 per item,Google Commerce Ltd",5
FRAMED 2,Noodlecake Studios Inc,Puzzle,4.1,58,€5.49 Buy,"Eligible if bought after 7/2/2016.
,July 11, 2019,24M,50,000+,1.1.1,5.0 and up,Google Commerce Ltd",5
Pandaclip: The Black Thief - Action RPG Shooter,Hi-Clay Games,Role Playing,4.3,88,Install,"March 20, 2021,143M,100,000+,1.6.3,4.4 and up,In-Game Purchases,€1.89 - €109.99 per item,Google Commerce Ltd",5
Gumslinger,Itatake,Action,3.7,"1,104",Install,"April 19, 2021,140M,1,000,000+,1.8.2,5.1 and up,In-Game Purchases,€1.09 - €23.99 per item,Google Commerce Ltd",5
League of Kingdoms,NPLUS ENTERTAINMENT PTE. LTD.,Strategy,4.4,42,Install,"April 12, 2021,49M,50,000+,1.49,5.0 and up,Users Interact, In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Boost Buddies,Raiyumi,Arcade,4.1,14,Install,"July 13, 2020,52M,100,000+,2.0.0,5.0 and up,In-Game Purchases,€3.09 per item,Google Commerce Ltd",5
Physics Balls Pro,BIGDOG GAMES,Casual,3.8,40,Install,"January 12, 2021,41M,50,000+,1.29,4.4 and up,In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Cell Expansion Wars,mobirix,Strategy,3.6,"4,146",Install,"February 8, 2021,25M,5,000,000+,1.0.46,4.1 and up,In-App Purchases,€2.99 - €99.99 per item,Google Commerce Ltd",5
Warship Fury,"Beijing Qilong Interactive Technology Co.,Ltd",Strategy,4.2,378,Install,"April 15, 2021,54M,100,000+,2.1.5,4.4 and up,Users Interact, In-Game Purchases,€0.89 - €94.99 per item,Google Commerce Ltd",5
Golden Tee Golf: Online Games,"Incredible Technologies, Inc.",Sports,4.3,104,Install,"April 8, 2021,86M,500,000+,3.26,5.0 and up,Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",4
Winner Soccer Evolution,TouchTao,Sports,4.2,688,Install,"November 11, 2020,47M,10,000,000+,1.8.6,4.0 and up,Users Interact, In-Game Purchases,€0.56 - €1.97 per item,Google Commerce Ltd",3
Turbo Dismount™,Secret Exit Ltd.,Simulation,4.2,"17,671",Install,"April 26, 2019,84M,50,000,000+,1.43.0,4.1 and up,Users Interact, Digital Purchases,€0.99 - €6.99 per item,Google Commerce Ltd",4
Raft Survival: Ocean Nomad - Simulator,TREASTONE LTD,Simulation,4.2,"7,329",Install,"April 22, 2021,91M,50,000,000+,1.173,4.4 and up,Digital Purchases,€0.59 - €109.99 per item,Google Commerce Ltd",4
Extreme Golf,"Haegin Co., Ltd.",Sports,4.2,409,Install,"March 23, 2021,89M,100,000+,1.8.0,6.0 and up,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",4
Room Smash,Paradyme Games,Simulation,4.3,645,Install,"February 14, 2021,35M,1,000,000+,1.1.0,4.4 and up,€2.19 per item,Google Commerce Ltd",4
City Smash,Paradyme Games,Simulation,4.0,"1,489",Install,"December 22, 2020,38M,5,000,000+,1.26.3,4.4 and up,€2.19 per item,Google Commerce Ltd",4
Three Kingdoms:Heroes of Legend,KunYue Game,Strategy,4.4,33,Install,"March 3, 2021,Varies with device,100,000+,Varies with device,4.2 and up,In-Game Purchases,€0.99 - €329.99 per item,Google Commerce Ltd",5
Ultimate Golf!,Miniclip.com,Sports,3.9,"1,135",Install,"April 19, 2021,56M,1,000,000+,3.00.02,8.0 and up,Users Interact, In-Game Purchases,€0.99 - €104.99 per item,Google Commerce Ltd",4
Real Moto,Dreamplay Games,Racing,3.4,"2,339",Install,"February 23, 2021,42M,10,000,000+,1.1.70,4.4 and up,€1.09 - €99.99 per item,Google Commerce Ltd",5
Golf King - World Tour,RisingWings,Sports,4.3,"10,417",Install,"April 2, 2021,126M,5,000,000+,1.15.0,5.0 and up,€0.79 - €129.99 per item,Google Commerce Ltd",4
Golf Rival,GR Sports,Sports,4.1,"10,603",Install,"March 26, 2021,91M,10,000,000+,2.41.1,4.1 and up,€0.99 - €104.99 per item,Google Commerce Ltd",4
Real Moto 2,Dreamplay Games,Racing,4.1,341,Install,"February 23, 2021,44M,1,000,000+,1.0.570,4.4 and up,In-Game Purchases,€1.09 - €99.99 per item,Google Commerce Ltd",5
Physics Balls,BIGDOG GAMES,Arcade,4.0,471,Install,"February 6, 2021,16M,1,000,000+,1.20,4.4 and up,€2.79 per item,Google Commerce Ltd",5
Climb The Tower,BIGDOG GAMES,Casual,4.2,85,Install,"March 4, 2021,49M,1,000,000+,1.13,4.4 and up,In-Game Purchases,€0.99 - €4.89 per item,Google Commerce Ltd",5
Break The Sun,BIGDOG GAMES,Casual,4.5,60,Install,"March 22, 2021,72M,500,000+,1.13,4.4 and up,In-Game Purchases,€4.79 per item,Google Commerce Ltd",5
Flip Diving,MotionVolt Games Ltd,Sports,4.5,"41,802",Install,"March 31, 2021,80M,50,000,000+,3.3.5,4.4 and up,Digital Purchases,€0.99 - €9.99 per item,Google Commerce Ltd",5
Flip Master,MotionVolt Games Ltd,Sports,4.1,"13,162",Install,"February 25, 2021,77M,10,000,000+,2.2.1,4.4 and up,Digital Purchases,€0.99 - €19.99 per item,Google Commerce Ltd",5
WGT Golf,WGT,Sports,3.9,"2,874",Install,"April 19, 2021,90M,10,000,000+,1.70.2,4.1 and up,Users Interact, Digital Purchases,€3.14 - €109.99 per item,Google Commerce Ltd",5
Crazy Racing,TouchTao,Racing,3.5,163,Install,"April 9, 2020,Varies with device,1,000,000+,Varies with device,Varies with device,Google Commerce Ltd",4
TerraGenesis - Space Settlers,Tilting Point,Simulation,4.1,"9,968",Install,"April 20, 2021,153M,10,000,000+,6.02,6.0 and up,Digital Purchases,€0.75 - €119.99 per item,Google Commerce Ltd",5
Micro Golf,TripleFun,Sports,4.2,"1,837",Install,"March 15, 2021,77M,500,000+,3.29.0,4.4 and up,Users Interact, Digital Purchases,€1.09 - €119.99 per item,Google Commerce Ltd",5
Bacterial Takeover - Idle Clicker,SIA Fufla,Simulation,4.2,"2,541",Install,"April 14, 2021,83M,1,000,000+,1.29.2,4.4 and up,Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Total Destruction,Morsakabi,Arcade,4.2,391,Install,"April 18, 2020,21M,1,000,000+,1.99.1,4.1 and up,In-Game Purchases,€0.99 - €4.99 per item,Google Commerce Ltd",5
WorldBox - Sandbox God Simulator,Maxim Karpenko,Simulation,4.4,"8,403",Install,"April 21, 2021,76M,10,000,000+,0.8.0,5.0 and up,In-Game Purchases,€8.99 per item,Google Commerce Ltd",5
Nuclear War Submarine inc Indie Hardcore Simulator,Ломакин Дмитрий,Simulation,4.1,"8,582",Install,"April 8, 2021,59M,1,000,000+,2.1,4.4 and up,Digital Purchases,€0.59 - €18.99 per item,Google Commerce Ltd",5
Play Together,"Haegin Co., Ltd.",Casual,4.4,154,Install,"April 8, 2021,73M,1,000,000+,1.0.11,6.0 and up,In-Game Purchases,€2.29 - €109.99 per item,Google Commerce Ltd",5
My Pocket Galaxy - 3D Gravity Sandbox,PocketLabs,Simulation,4.5,745,€2.29 Buy,"Eligible if bought after 7/2/2016.
,October 19, 2018,50M,10,000+,1.6,4.4 and up,Google Commerce Ltd",5
Putt The Ball,RisingWings,Casual,,,Install,"February 16, 2021,131M,10,000+,0.0.11,4.4 and up,In-Game Purchases,€1.59 - €84.99 per item,Google Commerce Ltd",5
Perfect Swing - Golf,Play This Game,Sports,3.9,93,Install,"March 29, 2021,49M,100,000+,1.534,5.0 and up,€3.49 - €109.99 per item,Google Commerce Ltd",5
Disc Golf Rival,GR Sports,Sports,4.1,235,Install,"March 4, 2021,91M,500,000+,2.18.1,4.1 and up,In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Let’s Survive - Survival game in zombie apocalypse,TREASTONE LTD,Simulation,,,Install,"March 30, 2021,Varies with device,100,000+,Varies with device,Varies with device,€0.99 - €99.99 per item,Google Commerce Ltd",5
Last Pirate: Survival Island Adventure,RetroStyle Games UA,Adventure,4.2,895,Install,"April 5, 2021,181M,10,000,000+,0.924,5.0 and up,€2.29 - €54.99 per item,Google Commerce Ltd",5
Mini Golf King - Multiplayer Game,RisingWings,Sports,4.1,"41,992",Install,"March 22, 2021,94M,10,000,000+,3.41,4.4 and up,In-Game Purchases,€0.79 - €84.99 per item,Google Commerce Ltd",5
The Wolf,Swift Apps LTD,Role Playing,4.4,"19,357",Install,"March 20, 2021,97M,10,000,000+,2.1.2,4.4 and up,Users Interact,€1.09 - €109.99 per item,Google Commerce Ltd",5
Survival and Craft: Crafting In The Ocean,Megaplay Studios Free Games,Simulation,3.9,"3,332",Install,"April 21, 2021,271M,10,000,000+,238,4.4 and up,In-Game Purchases,€1.29 - €24.99 per item,Google Commerce Ltd",5
City Racing 3D,3DGames,Racing,4.4,"9,787",Install,"October 22, 2020,58M,50,000,000+,5.8.5017,4.1 and up,Digital Purchases,€0.80 - €104.84 per item,Google Commerce Ltd",5
City Racing 2: 3D Fun Epic Car Action Racing Game,707 INTERACTIVE: Fun Epic Casual Games,Racing,4.2,127,Install,"January 21, 2021,142M,1,000,000+,1.1.3,5.1 and up,Users Interact, In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Stair Dismount,Secret Exit Ltd.,Arcade,4.0,"13,243",Install,"June 11, 2019,36M,10,000,000+,2.9.10,4.0 and up,Users Interact, Digital Purchases,€0.98 - €3.68 per item,Google Commerce Ltd",5
Totally Reliable Delivery Service,tinyBuild,Simulation,3.8,669,Install,"October 13, 2020,52M,5,000,000+,1.3.5,4.1 and up,In-Game Purchases,€2.19 - €10.99 per item,Google Commerce Ltd",5
Crazy for Speed 2,MAGIC SEVEN,Racing,4.4,"1,393",Install,"July 2, 2020,79M,10,000,000+,3.5.5016,2.3 and up,€0.99 - €14.99 per item,Google Commerce Ltd",5
Goat Simulator,Coffee Stain Publishing,Simulation,4.1,"4,467",Install,"March 11, 2021,17M,10,000,000+,1.5.3,4.4 and up,In-Game Purchases,€2.79 - €64.99 per item,Google Commerce Ltd",5
Winner Soccer Evo Elite,TouchTao,Sports,4.4,"1,310",Install,"November 15, 2020,Varies with device,10,000,000+,Varies with device,Varies with device,Users Interact,Google Commerce Ltd",4
Super Mombo Quest Demo,Orube Game Studio,Adventure,4.7,15,Install,"August 9, 2020,67M,50,000+,0.3,4.1 and up,Google Commerce Ltd",5
PGA TOUR Golf Shootout,"Concrete Software, Inc.",Sports,3.8,122,Install,"April 22, 2021,111M,500,000+,2.4.3,5.0 and up,Users Interact, In-Game Purchases,€1.09 - €49.99 per item,Google Commerce Ltd",5
Reventure Free,Pixelatto,Adventure,4.9,13,Install,"April 12, 2021,69M,50,000+,1.9.5,4.4 and up,In-Game Purchases,€2.99 per item,Google Commerce Ltd",5
Tough Man,BIGDOG GAMES,Arcade,3.9,607,Install,"February 6, 2021,27M,5,000,000+,1.15,4.4 and up,In-Game Purchases,€0.99 - €3.09 per item,Google Commerce Ltd",5
Apple Knight: Action Platformer,"Limitless, LLC",Action,4.6,"1,643",Install,"February 18, 2021,48M,1,000,000+,2.1.4,4.4 and up,€1.09 - €20.99 per item,Google Commerce Ltd",5
Octodad: Dadliest Catch,Young Horses,Adventure,4.4,79,€5.49 Buy,"Eligible if bought after 7/2/2016.
,April 20, 2021,Varies with device,100,000+,1.0.25,Varies with device,Google Commerce Ltd",5
Table Top Racing Free,Playrise Digital Ltd,Racing,4.3,"9,346",Install,"January 11, 2019,20M,5,000,000+,1.0.45,4.1 and up,Digital Purchases,€0.89 - €13.99 per item,Google Commerce Ltd",5
60 Seconds! Atomic Adventure,Robot Gentleman,Adventure,3.9,"1,080",€3.99 Buy,"Eligible if bought after 7/2/2016.
,May 5, 2020,30M,500,000+,1.3.121,4.1 and up,Google Commerce Ltd",5
Mars: Mars,Pomelo Games,Action,4.3,"4,468",Install,"April 7, 2021,85M,5,000,000+,35,5.0 and up,Digital Purchases,€0.99 - €3.95 per item,Google Commerce Ltd",5
Robotek,HEXAGE,Strategy,3.7,"3,585",Install,"March 26, 2021,7.6M,1,000,000+,2.10.4,5.0 and up,Digital Purchases,€0.99 - €3.99 per item,Google Commerce Ltd",5
Morphite Premium - Sci Fi FPS Adventure Game,Crescent Moon Games,Action,4.0,15,€8.49 Buy,"Eligible if bought after 7/2/2016.
,June 10, 2020,31M,10,000+,1.6,6.0 and up,Google Commerce Ltd",5
Escape Masters,Playgendary Limited,Arcade,4.0,"1,468",Install,"February 15, 2021,96M,50,000,000+,1.5.4,5.0 and up,€3.49 - €6.99 per item,Google Commerce Ltd",5
Total Eggscape!,Crescent Moon Games,Arcade,2.5,6,Install,"February 27, 2021,38M,10,000+,1.01,4.4 and up,In-Game Purchases,€0.99 - €9.99 per item,Google Commerce Ltd",5
Hit Master 3D: Knife Assassin,CASUAL AZUR GAMES,Action,4.3,"2,659",Install,"March 23, 2021,83M,10,000,000+,1.5.4.1,5.0 and up,€2.99 per item,Google Commerce Ltd",5
Slap Kings,Lion Studios,Action,4.1,"16,444",Install,"February 9, 2021,98M,50,000,000+,1.3.2,4.4 and up,€3.29 - €7.99 per item,Google Commerce Ltd",5
City Racing Lite,3DGames,Racing,4.7,"4,114",Install,"October 22, 2020,50M,10,000,000+,3.1.5017,4.1 and up,Digital Purchases,€1.09 - €54.99 per item,Google Commerce Ltd",5
Score! Match - PvP Soccer,First Touch Games Ltd.,Sports,3.9,"11,969",Install,"January 11, 2021,94M,50,000,000+,1.99,5.0 and up,Users Interact, In-Game Purchases,€1.09 - €104.99 per item,Google Commerce Ltd",5
Wayward Souls,Noodlecake Studios Inc,Adventure,4.3,330,€7.99 Buy,"September 25, 2019,43M,100,000+,Varies with device,Varies with device,Google Commerce Ltd",5
